firstname,lastname,ranking,age,year
Marcelo,Rios,24,26,2002
Attila,Savolt,95,26,2002
Sjeng,Schalken,20,26,2002
Rainer,Schuettler,33,26,2002
Jan Michael,Gambill,51,26,2003
Nicolas,Kiefer,58,26,2003
Stefan,Koubek,53,26,2003
Max,Mirnyi,23,26,2003
Fernando,Vicente,63,26,2003
Gaston,Gaudio,10,26,2004
Sebastien,Grosjean,15,26,2004
Tommy,Haas,17,26,2004
Oscar,Hernandez,85,26,2004
Dominik,Hrbaty,14,26,2004
Kevin,Kim,94,26,2004
Alberto,Martin,68,26,2004
David,Sanchez,74,26,2004
Raemon,Sluiter,82,26,2004
Radek,Stepanek,33,26,2004
Martin,Verkerk,55,26,2004
Peter,Wessels,89,26,2004
Mariano,Zabaleta,54,26,2004
Juan Ignacio,Chela,39,26,2005
Jan,Hernych,74,26,2005
Ivo,Karlovic,70,26,2005
Ivan,Ljubicic,9,26,2005
Nicolas,Massu,65,26,2005
Wesley,Moodie,63,26,2005
Bjorn,Phau,87,26,2005
Paradorn,Srichaphan,42,26,2005
James,Blake,4,26,2006
Nicolas,Devilder,95,26,2006
Juan Carlos,Ferrero,23,26,2006
Fernando,Gonzalez,10,26,2006
Luis,Horna,63,26,2006
Michael,Llodra,96,26,2006
Xavier,Malisse,37,26,2006
Albert,Montanes,85,26,2006
Olivier,Patience,100,26,2006
Marat,Safin,26,26,2006
Martin,Vassallo Arguello,81,26,2006
Thierry,Ascione,94,26,2007
Benjamin,Becker,84,26,2007
Julien,Benneteau,68,26,2007
Nikolay,Davydenko,4,26,2007
Roger,Federer,1,26,2007
Mardy,Fish,39,26,2007
Victor,Hanescu,76,26,2007
Diego,Hartfield,89,26,2007
Lleyton,Hewitt,21,26,2007
Feliciano,Lopez,35,26,2007
Jurgen,Melzer,60,26,2007
Jarkko,Nieminen,27,26,2007
Olivier,Rochus,48,26,2007
Florent,Serra,92,26,2007
Potito,Starace,31,26,2007
Filippo,Volandri,40,26,2007
Jose,Acasuso,48,26,2008
David,Ferrer,12,26,2008
Robby,Ginepri,51,26,2008
Roko,Karanusic,91,26,2008
Nicolas,Mahut,94,26,2008
Paul Henri,Mathieu,31,26,2008
David,Nalbandian,11,26,2008
Bobby,Reynolds,70,26,2008
Tommy,Robredo,21,26,2008
Andy,Roddick,8,26,2008
Dmitry,Tursunov,22,26,2008
Kristof,Vliegen,84,26,2008
Mikhail,Youzhny,32,26,2008
Igor,Andreev,35,26,2009
Alejandro,Falla,81,26,2009
Guillermo,Garcia Lopez,41,26,2009
Maximo,Gonzalez,66,26,2009
Daniel,Koellerer,71,26,2009
Philipp,Kohlschreiber,27,26,2009
Yen Hsun,Lu,98,26,2009
Florian,Mayer,61,26,2009
Fernando,Verdasco,9,26,2009
Dustin,Brown,92,26,2010
Brian,Dabul,85,26,2010
Rui,Machado,93,26,2010
Juan,Monaco,26,26,2010
Philipp,Petzschner,57,26,2010
Michal,Przysiezny,86,26,2010
Andreas,Seppi,52,26,2010
Gilles,Simon,41,26,2010
Robin,Soderling,5,26,2010
Janko,Tipsarevic,49,26,2010
Nicolas,Almagro,10,26,2011
Marcos,Baghdatis,44,26,2011
Tomas,Berdych,7,26,2011
Somdev,Devvarman,84,26,2011
Ivan,Dodig,36,26,2011
John,Isner,18,26,2011
Lukas,Rosol,70,26,2011
Dudi,Sela,83,26,2011
Gilles,Simon,12,26,2011
Jo Wilfried,Tsonga,6,26,2011
Stanislas,Wawrinka,17,26,2011
Kevin,Anderson,37,26,2012
Pablo,Andujar,42,26,2012
Richard,Gasquet,10,26,2012
Marcel,Granollers,34,26,2012
Denis,Istomin,43,26,2012
Tobias,Kamke,98,26,2012
Gael,Monfils,77,26,2012
Rafael,Nadal,4,26,2012
Viktor,Troicki,38,26,2012
Grega,Zemlja,55,26,2012
Daniel,Brands,54,26,2013
Jeremy,Chardy,34,26,2013
Kenny,De Schepper,84,26,2013
Novak,Djokovic,2,26,2013
Matthew,Ebden,68,26,2013
Fabio,Fognini,16,26,2013
Santiago,Giraldo,69,26,2013
Andrey,Golubev,82,26,2013
Robin,Haase,43,26,2013
Mikhail,Kukushkin,67,26,2013
Lukas,Lacko,81,26,2013
Leonardo,Mayer,94,26,2013
Andy,Murray,4,26,2013
Aleksandr,Nedovyesov,93,26,2013
Sam,Querrey,46,26,2013
Igor,Sijsling,70,26,2013
Tim,Smyczek,89,26,2013
Roberto,Bautista Agut,15,26,2014
Thomaz,Bellucci,65,26,2014
Marin,Cilic,9,26,2014
Alexandr,Dolgopolov,23,26,2014
Ernests,Gulbis,13,26,2014
Tatsuma,Ito,93,26,2014
Adrian,Mannarino,44,26,2014
Albert,Ramos,63,26,2014
Joao,Souza,90,26,2014
Aljaz,Bedene,45,26,2015
Inigo,Cervantes Huegun,72,26,2015
Martin,Klizan,43,26,2015
John,Millman,92,26,2015
Benoit,Paire,19,26,2015
Joao,Sousa,33,26,2015
Donald,Young,48,26,2015
John,Cooper,86,27,1973
Jaime,Fillol,17,27,1973
Jan,Kodes,9,27,1973
Robert,Maud,73,27,1973
Ivan,Molina,54,27,1973
Raymond,Moore,43,27,1973
Ilie,Nastase,1,27,1973
Butch,Seewagen,96,27,1973
Stan,Smith,5,27,1973
Sherwood,Stewart,71,27,1973
Gerald,Battrick,97,27,1974
Ismail,El Shafei,37,27,1974
Zeljko,Franulovic,77,27,1974
Jun,Kamiwazumi,100,27,1974
Marcello,Lara,60,27,1974
Robert,Lutz,47,27,1974
Onny,Parun,25,27,1974
Han Jurgen,Pohmann,44,27,1974
Cliff,Richey,23,27,1974
Vladimir,Zednik,93,27,1974
Brian,Fairlie,66,27,1975
Jurgen,Fassbender,64,27,1975
Georges,Goven,82,27,1975
Jeff,Borowiak,60,27,1976
Mike,Estep,81,27,1976
Hans,Kary,70,27,1976
Karl,Meiler,54,27,1976
Manuel,Orantes,4,27,1976
Andrew,Pattison,55,27,1976
Haroon,Rahim,49,27,1976
Phil,Dent,22,27,1977
Patrice,Dominguez,85,27,1977
Jiri,Hrebec,63,27,1977
Geoff,Masters,78,27,1977
Adriano,Panatta,23,27,1977
Louk,Sanders,98,27,1977
Antonio,Zugarelli,44,27,1977
John,Alexander,22,27,1978
Jorge,Andrew,76,27,1978
Paolo,Bertolucci,44,27,1978
Ricardo,Cano,81,27,1978
Ross,Case,86,27,1978
Eddie,Dibbs,6,27,1978
Peter,Feigl,45,27,1978
Alvin,Gardiner,90,27,1978
Tim,Gullikson,18,27,1978
Tom,Gullikson,47,27,1978
Kjell,Johansson,51,27,1978
Dick,Stockton,19,27,1978
Roscoe,Tanner,11,27,1978
Jean Francois,Caujolle,71,27,1979
Jimmy,Connors,2,27,1979
Wojtek,Fibak,15,27,1979
Rod,Frawley,86,27,1979
Brian,Gottfried,16,27,1979
Sandy,Mayer,44,27,1979
Terry,Moor,38,27,1979
Harold,Solomon,8,27,1979
Guillermo,Vilas,6,27,1979
Kim,Warwick,52,27,1979
Vijay,Amritraj,19,27,1980
Corrado,Barazzutti,23,27,1980
Jose,Higueras,29,27,1980
Hank,Pfister,75,27,1980
Raul,Ramirez,34,27,1980
Marcos,Hocevar,37,27,1983
Peter,Mcnamara,10,27,1983
Buster C,Mottram,19,27,1983
Victor,Pecci,68,27,1983
Pavel,Slozil,49,27,1983
Chris,Lewis NZL,93,27,1984
Matt,Mitchell,55,27,1984
Jaroslav,Navratil,87,27,1984
Ricardo,Acuna,57,27,1985
Jose Luis,Clerc,28,27,1985
Kevin,Curren,10,27,1985
Marty,Davis,63,27,1985
Johan,Kriek,14,27,1985
Andreas,Maurer,32,27,1985
Eduardo,Bengoechea,79,27,1986
John,Mcenroe,14,27,1986
Mel,Purcell,72,27,1986
Michiel,Schapers,84,27,1986
Eliot,Teltscher,53,27,1986
Tim,Wilkison,29,27,1986
John,Fitzgerald,73,27,1987
Andres,Gomez,11,27,1987
Ivan,Lendl,1,27,1987
Tim,Mayotte,9,27,1987
Yannick,Noah,8,27,1987
Pedro,Rebolledo,94,27,1987
John,Fitzgerald,25,27,1988
Brad,Gilbert,21,27,1988
Anders,Jarryd,32,27,1988
Ramesh,Krishnan,40,27,1988
Glenn,Layendecker,78,27,1988
Juan,Aguilera,64,27,1989
Jeremy,Bates,96,27,1989
Paul,Chamberlin,58,27,1989
Scott,Davis,70,27,1989
Jan,Gunnarsson,29,27,1989
Jerome,Potier,68,27,1989
Christo,Van Rensburg,27,27,1989
Dan,Goldie,96,27,1990
Thomas,Hogstedt,91,27,1990
Henri,Leconte,30,27,1990
Wally,Masur,53,27,1990
Luiz,Mattar,43,27,1990
Todd,Witsken,58,27,1990
Ronald,Agenor,74,27,1991
Jimmy,Arias,63,27,1991
Jordi,Arrese,23,27,1991
Jim,Grabb,87,27,1991
Jakob,Hlasek,20,27,1991
Martin,Jaite,46,27,1991
Eduardo,Masso,99,27,1991
Goran,Prpic,18,27,1991
Guy,Forget,11,27,1992
Amos,Mansdorf,25,27,1992
Claudio,Mezzadri,97,27,1992
Karel,Novacek,23,27,1992
Gianluca,Pozzi,68,27,1992
Richey,Reneberg,95,27,1992
Derrick,Rostagno,75,27,1992
Emilio,Sanchez,21,27,1992
Mark,Woodforde,40,27,1992
Simon,Youl,94,27,1992
Alex,Antonitsch,90,27,1993
Andrei,Chesnokov,27,27,1993
Horacio,De La Pena,79,27,1993
Stefan,Edberg,5,27,1993
Paul,Haarhuis,42,27,1993
Patrick,Mcenroe,73,27,1993
Andrei,Olhovskiy,65,27,1993
Bryan,Shelton,97,27,1993
Jonas,Svensson,33,27,1993
Boris,Becker,3,27,1994
Karsten,Braasch,56,27,1994
Olivier,Delaitre,49,27,1994
Marcelo,Filippini,60,27,1994
Magnus,Gustafsson,33,27,1994
Aaron,Krickstein,35,27,1994
Thomas,Muster,16,27,1994
Carl Uwe,Steeb,89,27,1994
Alexander,Volkov,25,27,1994
Jaime,Yzaga,31,27,1994
Tomas,Carbonell,74,27,1995
Francisco,Clavet,49,27,1995
Carlos,Costa,31,27,1995
Henrik,Holm,82,27,1995
Bernd,Karbacher,39,27,1995
Petr,Korda,41,27,1995
Javier,Sanchez,36,27,1995
Martin,Sinner,55,27,1995
Michael,Stich,12,27,1995
Jeff,Tarango,76,27,1995
Byron,Black,44,27,1996
Arnaud,Boetsch,33,27,1996
Cedric,Pioline,21,27,1996
Gilbert,Schaller,93,27,1996
Brett,Steven,100,27,1996
Malivai,Washington,20,27,1996
Jim,Courier,21,27,1997
Slava,Dosedel,43,27,1997
Richard,Fromberg,77,27,1997
Renzo,Furlan,100,27,1997
Marc Kevin,Goellner,51,27,1997
Magnus,Larsson,25,27,1997
Todd,Martin,81,27,1997
Alex,Obrien,98,27,1997
Guillaume,Raoux,47,27,1997
Marc,Rosset,31,27,1997
Jan,Siemerink,78,27,1997
Sandon,Stolle,83,27,1997
Jason,Stoltenberg,79,27,1997
Younes,El Aynaoui,45,27,1998
Wayne,Ferreira,26,27,1998
Goran,Ivanisevic,12,27,1998
Richard,Krajicek,10,27,1998
Fernando,Meligeni,57,27,1998
Pete,Sampras,1,27,1998
Daniel,Vacek,50,27,1998
Todd,Woodbridge,65,27,1998
Jonas,Bjorkman,73,27,1999
Michael,Chang,50,27,1999
Hernan,Gumy,68,27,1999
Daniel,Nestor,86,27,1999
Christian,Ruud,67,27,1999
Fabrice,Santoro,34,27,1999
Laurence,Tieleman,87,27,1999
Mikael,Tillstrom,79,27,1999
Karim,Alami,57,27,2000
Hicham,Arazi,30,27,2000
Alex,Calatrava,56,27,2000
Jerome,Golmard,42,27,2000
Albert,Portas,51,27,2000
David,Prinosil,38,27,2000
Patrick,Rafter,15,27,2000
Greg,Rusedski,69,27,2000
Sargis,Sargsian,94,27,2000
Chris,Woodruff,67,27,2000
Julien,Boutter,53,27,2001
Alex,Corretja,16,27,2001
Thomas,Enqvist,24,27,2001
Tim,Henman,9,27,2001
Yevgeny,Kafelnikov,4,27,2001
Felix,Mantilla,45,27,2001
Andrei,Pavel,28,27,2001
Adrian,Voinea,97,27,2001
Lars,Burgsmuller,76,27,2002
Albert,Costa,9,27,2002
Thomas,Johansson,14,27,2002
Jiri,Novak,7,27,2002
Franco,Squillari,79,27,2002
Bohdan,Ulihrach,75,27,2002
Galo,Blanco,99,27,2003
Agustin,Calleri,24,27,2003
Gustavo,Kuerten,16,27,2003
Nicolas,Lapentti,57,27,2003
Hyung Taik,Lee,56,27,2003
Carlos,Moya,7,27,2003
Mark,Philippoussis,9,27,2003
Alexander,Popp,90,27,2003
Sjeng,Schalken,18,27,2003
Rainer,Schuettler,6,27,2003
John,Van Lottum,92,27,2003
Guillermo,Canas,12,27,2004
Jan Michael,Gambill,95,27,2004
Nicolas,Kiefer,21,27,2004
Stefan,Koubek,60,27,2004
Max,Mirnyi,47,27,2004
Daniele,Bracciali,81,27,2005
Marcos,Daniel,94,27,2005
Gaston,Gaudio,10,27,2005
Sebastien,Grosjean,25,27,2005
Tommy,Haas,45,27,2005
Dominik,Hrbaty,18,27,2005
Alberto,Martin,50,27,2005
Mariano,Puerta,56,27,2005
Christophe,Rochus,41,27,2005
Radek,Stepanek,20,27,2005
Jiri,Vanek,99,27,2005
Mariano,Zabaleta,83,27,2005
Juan Ignacio,Chela,33,27,2006
Jan,Hernych,75,27,2006
Ivo,Karlovic,98,27,2006
Robert,Kendrick,87,27,2006
Ivan,Ljubicic,5,27,2006
Nicolas,Massu,44,27,2006
Bjorn,Phau,77,27,2006
Sergio,Roitman,72,27,2006
Paradorn,Srichaphan,53,27,2006
Michael,Berrer,57,27,2007
Juan Carlos,Ferrero,24,27,2007
Fernando,Gonzalez,7,27,2007
Luis,Horna,73,27,2007
Michael,Llodra,93,27,2007
Albert,Montanes,46,27,2007
Marat,Safin,56,27,2007
Martin,Vassallo Arguello,74,27,2007
Santiago,Ventura,87,27,2007
Julien,Benneteau,43,27,2008
Nikolay,Davydenko,5,27,2008
Roger,Federer,2,27,2008
Mardy,Fish,24,27,2008
Denis,Gremelmayr,83,27,2008
Victor,Hanescu,50,27,2008
Lleyton,Hewitt,67,27,2008
Igor,Kunitsyn,47,27,2008
Feliciano,Lopez,30,27,2008
Jurgen,Melzer,34,27,2008
Ivan,Navarro,74,27,2008
Jarkko,Nieminen,37,27,2008
Florent,Serra,59,27,2008
Potito,Starace,72,27,2008
Jose,Acasuso,51,27,2009
David,Ferrer,17,27,2009
Robby,Ginepri,100,27,2009
Paul Henri,Mathieu,33,27,2009
David,Nalbandian,64,27,2009
Tommy,Robredo,16,27,2009
Andy,Roddick,7,27,2009
Dmitry,Tursunov,89,27,2009
Mikhail,Youzhny,19,27,2009
Igor,Andreev,79,27,2010
Carlos,Berlocq,66,27,2010
Guillermo,Garcia Lopez,33,27,2010
Jan,Hajek,95,27,2010
Philipp,Kohlschreiber,34,27,2010
Yen Hsun,Lu,35,27,2010
Florian,Mayer,37,27,2010
Fernando,Verdasco,9,27,2010
Steve,Darcis,88,27,2011
Rui,Machado,68,27,2011
Juan,Monaco,26,27,2011
Philipp,Petzschner,63,27,2011
Andreas,Seppi,38,27,2011
Robin,Soderling,13,27,2011
Janko,Tipsarevic,9,27,2011
Nicolas,Almagro,11,27,2012
Marcos,Baghdatis,36,27,2012
Brian,Baker,61,27,2012
Tomas,Berdych,6,27,2012
Simone,Bolelli,84,27,2012
Ivan,Dodig,72,27,2012
Daniel,Gimeno Traver,70,27,2012
John,Isner,14,27,2012
Marinko,Matosevic,49,27,2012
Lukas,Rosol,73,27,2012
Jo Wilfried,Tsonga,8,27,2012
Adrian,Ungur,99,27,2012
Stanislas,Wawrinka,17,27,2012
Horacio,Zeballos,85,27,2012
Kevin,Anderson,20,27,2013
Pablo,Andujar,48,27,2013
Richard,Gasquet,9,27,2013
Marcel,Granollers,38,27,2013
Denis,Istomin,45,27,2013
Tobias,Kamke,74,27,2013
Gael,Monfils,31,27,2013
Rafael,Nadal,1,27,2013
Julian,Reister,86,27,2013
Sergiy,Stakhovsky,98,27,2013
Viktor,Troicki,75,27,2013
Jeremy,Chardy,29,27,2014
Novak,Djokovic,1,27,2014
Fabio,Fognini,20,27,2014
Santiago,Giraldo,32,27,2014
Andrey,Golubev,74,27,2014
Samuel,Groth,81,27,2014
Robin,Haase,83,27,2014
Andreas,Haider Maurer,82,27,2014
Mikhail,Kukushkin,70,27,2014
Lukas,Lacko,94,27,2014
Leonardo,Mayer,28,27,2014
Andy,Murray,6,27,2014
Sam,Querrey,35,27,2014
Igor,Sijsling,84,27,2014
Roberto,Bautista Agut,25,27,2015
Thomaz,Bellucci,37,27,2015
Marin,Cilic,13,27,2015
Thiemo,De Bakker,99,27,2015
Alexandr,Dolgopolov,36,27,2015
Ernests,Gulbis,81,27,2015
Mikhail,Kukushkin,65,27,2015
Adrian,Mannarino,47,27,2015
Albert,Ramos,54,27,2015
Ove Nils,Bengtson,56,28,1973
Allan,Stone,60,28,1973
Jaime,Fillol,31,28,1974
Julian,Ganzabal,79,28,1974
Tom,Gorman,21,28,1974
Jan,Kodes,17,28,1974
Robert,Maud,62,28,1974
Ivan,Molina,94,28,1974
Raymond,Moore,89,28,1974
Ilie,Nastase,10,28,1974
Ray,Ruffels,76,28,1974
Stan,Smith,8,28,1974
Sherwood,Stewart,70,28,1974
Pat,Cramer,99,28,1975
Ismail,El Shafei,65,28,1975
Zeljko,Franulovic,68,28,1975
Tom,Gorman,45,28,1975
Robert,Lutz,22,28,1975
Onny,Parun,26,28,1975
Han Jurgen,Pohmann,74,28,1975
Cliff,Richey,32,28,1975
Brian,Fairlie,36,28,1976
Jurgen,Fassbender,93,28,1976
John,Yuill,97,28,1976
Jeff,Borowiak,25,28,1977
Bob,Giltinan,76,28,1977
Karl,Meiler,35,28,1977
Manuel,Orantes,7,28,1977
Andrew,Pattison,93,28,1977
Patrick,Proisy,44,28,1977
Phil,Dent,87,28,1978
Steve,Docherty,99,28,1978
Carlos,Kirmayr,78,28,1978
Geoff,Masters,59,28,1978
Adriano,Panatta,23,28,1978
John,Alexander,20,28,1979
Ross,Case,74,28,1979
Eddie,Dibbs,10,28,1979
Peter,Feigl,47,28,1979
Tim,Gullikson,24,28,1979
John,James,91,28,1979
Dick,Stockton,55,28,1979
Roscoe,Tanner,5,28,1979
Erik,Van Dillen,70,28,1979
Jimmy,Connors,3,28,1980
Wojtek,Fibak,15,28,1980
Rod,Frawley,43,28,1980
Brian,Gottfried,11,28,1980
Sandy,Mayer,52,28,1980
Terry,Moor,51,28,1980
Harold,Solomon,7,28,1980
Guillermo,Vilas,4,28,1980
Kim,Warwick,36,28,1980
Victor,Amaya,58,28,1983
Pat,Dupre,82,28,1983
Mark,Edmondson,24,28,1983
Vitas,Gerulaitis,5,28,1983
Paul,Mcnamee,33,28,1983
Russell,Simpson,50,28,1983
Balazs,Taroczy,26,28,1983
Brian,Teacher,18,28,1983
Eddie,Edwards,92,28,1984
Hans,Gildemeister,60,28,1984
Gene,Mayer,18,28,1984
John,Sadri,29,28,1984
Bill,Scanlon,57,28,1984
Pavel,Slozil,40,28,1984
Tomas,Smid,16,28,1984
Larry,Stefanki,54,28,1985
Vincent,Van Patten,78,28,1985
Kevin,Curren,18,28,1986
Marty,Davis,89,28,1986
Ivan,Kley,81,28,1986
Johan,Kriek,23,28,1986
Fernando,Luna,52,28,1986
Andreas,Maurer,58,28,1986
Nduka,Odizor,75,28,1986
Eduardo,Bengoechea,24,28,1987
John,Mcenroe,10,28,1987
Michiel,Schapers,49,28,1987
Eliot,Teltscher,20,28,1987
Tim,Wilkison,55,28,1987
Andres,Gomez,24,28,1988
Ivan,Lendl,2,28,1988
Tim,Mayotte,10,28,1988
Cassio,Motta,74,28,1988
Yannick,Noah,12,28,1988
Kelly,Evernden,38,28,1989
Brad,Gilbert,6,28,1989
Anders,Jarryd,31,28,1989
Ramesh,Krishnan,72,28,1989
Glenn,Layendecker,87,28,1989
Juan,Aguilera,19,28,1990
Scott,Davis,44,28,1990
Jan,Gunnarsson,99,28,1990
David,Pate,94,28,1990
Christo,Van Rensburg,61,28,1990
Wally,Masur,56,28,1991
Jordi,Arrese,37,28,1992
Jim,Grabb,55,28,1992
Jakob,Hlasek,36,28,1992
Goran,Prpic,66,28,1992
Amos,Mansdorf,25,28,1993
Karel,Novacek,17,28,1993
Richey,Reneberg,30,28,1993
Derrick,Rostagno,93,28,1993
Emilio,Sanchez,41,28,1993
Mark,Woodforde,28,28,1993
Andrei,Chesnokov,32,28,1994
Stefan,Edberg,7,28,1994
Paul,Haarhuis,37,28,1994
Patrick,Mcenroe,72,28,1994
Andrei,Olhovskiy,97,28,1994
Bryan,Shelton,85,28,1994
Boris,Becker,4,28,1995
Olivier,Delaitre,98,28,1995
Javier,Frana,58,28,1995
Magnus,Gustafsson,84,28,1995
Aaron,Krickstein,70,28,1995
Shuzo,Matsuoka,63,28,1995
Thomas,Muster,3,28,1995
Carl Uwe,Steeb,67,28,1995
Alexander,Volkov,47,28,1995
Tomas,Carbonell,75,28,1996
Francisco,Clavet,34,28,1996
Carlos,Costa,61,28,1996
Bernd,Karbacher,57,28,1996
Petr,Korda,24,28,1996
Javier,Sanchez,37,28,1996
Michael,Stich,16,28,1996
Byron,Black,76,28,1997
Cedric,Pioline,20,28,1997
Gilbert,Schaller,97,28,1997
Brett,Steven,50,28,1997
Andre,Agassi,6,28,1998
Jim,Courier,77,28,1998
Slava,Dosedel,64,28,1998
Richard,Fromberg,40,28,1998
Magnus,Larsson,43,28,1998
Todd,Martin,16,28,1998
Guillaume,Raoux,53,28,1998
Martin,Rodriguez,96,28,1998
Marc,Rosset,31,28,1998
Jan,Siemerink,19,28,1998
Jason,Stoltenberg,27,28,1998
Younes,El Aynaoui,33,28,1999
Wayne,Ferreira,53,28,1999
Goran,Ivanisevic,62,28,1999
Richard,Krajicek,10,28,1999
Fernando,Meligeni,29,28,1999
Pete,Sampras,3,28,1999
Daniel,Vacek,43,28,1999
Jonas,Bjorkman,44,28,2000
Michael,Chang,32,28,2000
Martin,Damm,78,28,2000
German,Puentes,92,28,2000
Davide,Sanguinetti,65,28,2000
Fabrice,Santoro,31,28,2000
Mikael,Tillstrom,80,28,2000
Hicham,Arazi,25,28,2001
Alex,Calatrava,100,28,2001
Antony,Dupuis,90,28,2001
Andrea,Gaudenzi,54,28,2001
Jerome,Golmard,50,28,2001
Albert,Portas,20,28,2001
Patrick,Rafter,7,28,2001
Greg,Rusedski,31,28,2001
Sargis,Sargsian,72,28,2001
Julien,Boutter,77,28,2002
Alex,Corretja,19,28,2002
Thomas,Enqvist,44,28,2002
Tim,Henman,8,28,2002
Yevgeny,Kafelnikov,27,28,2002
Karol,Kucera,83,28,2002
Felix,Mantilla,55,28,2002
Andrei,Pavel,26,28,2002
Vincent,Spadea,67,28,2002
Adrian,Voinea,68,28,2002
Lars,Burgsmuller,76,28,2003
Gregory,Carraz,67,28,2003
Albert,Costa,25,28,2003
Jiri,Novak,13,28,2003
Cyril,Saulnier,86,28,2003
Dennis,Van Scheppingen,91,28,2003
Agustin,Calleri,58,28,2004
Nicolas,Escude,64,28,2004
Gustavo,Kuerten,40,28,2004
Hyung Taik,Lee,59,28,2004
Carlos,Moya,5,28,2004
Sjeng,Schalken,57,28,2004
Rainer,Schuettler,42,28,2004
Arnaud,Clement,69,28,2005
Nicolas,Kiefer,22,28,2005
Max,Mirnyi,34,28,2005
Daniele,Bracciali,65,28,2006
Gaston,Gaudio,34,28,2006
Sebastien,Grosjean,28,28,2006
Tommy,Haas,11,28,2006
Dominik,Hrbaty,21,28,2006
Alberto,Martin,61,28,2006
Ruben,Ramirez Hidalgo,57,28,2006
Christophe,Rochus,78,28,2006
Radek,Stepanek,19,28,2006
James,Blake,13,28,2007
Juan Ignacio,Chela,20,28,2007
Ivo,Karlovic,22,28,2007
Ivan,Ljubicic,18,28,2007
Peter,Luczak,79,28,2007
Nicolas,Massu,78,28,2007
Sergio,Roitman,69,28,2007
Nicolas,Devilder,73,28,2008
Juan Carlos,Ferrero,55,28,2008
Fernando,Gonzalez,15,28,2008
Diego,Junqueira,78,28,2008
Michael,Llodra,40,28,2008
Albert,Montanes,45,28,2008
Marat,Safin,29,28,2008
Martin,Vassallo Arguello,71,28,2008
Benjamin,Becker,40,28,2009
Julien,Benneteau,46,28,2009
Marco,Chiudinelli,56,28,2009
Nikolay,Davydenko,6,28,2009
Taylor,Dent,76,28,2009
Roger,Federer,1,28,2009
Mardy,Fish,55,28,2009
Simon,Greul,59,28,2009
Victor,Hanescu,48,28,2009
Lleyton,Hewitt,22,28,2009
Feliciano,Lopez,47,28,2009
Paolo,Lorenzi,84,28,2009
Jurgen,Melzer,28,28,2009
Jarkko,Nieminen,88,28,2009
Olivier,Rochus,57,28,2009
Florent,Serra,65,28,2009
Potito,Starace,62,28,2009
David,Ferrer,7,28,2010
Lukasz,Kubot,70,28,2010
Paul Henri,Mathieu,97,28,2010
David,Nalbandian,27,28,2010
Tommy,Robredo,50,28,2010
Andy,Roddick,8,28,2010
Mikhail,Youzhny,10,28,2010
Carlos,Berlocq,60,28,2011
Alex,Bogomolov Jr,34,28,2011
Flavio,Cipolla,75,28,2011
Alejandro,Falla,74,28,2011
Guillermo,Garcia Lopez,65,28,2011
Philipp,Kohlschreiber,43,28,2011
Yen Hsun,Lu,82,28,2011
Florian,Mayer,23,28,2011
Gilles,Muller,54,28,2011
Fernando,Verdasco,24,28,2011
Steve,Darcis,93,28,2012
Juan,Monaco,12,28,2012
Andreas,Seppi,23,28,2012
Gilles,Simon,16,28,2012
Go,Soeda,60,28,2012
Janko,Tipsarevic,9,28,2012
Nicolas,Almagro,13,28,2013
Marcos,Baghdatis,87,28,2013
Tomas,Berdych,7,28,2013
Somdev,Devvarman,90,28,2013
Ivan,Dodig,33,28,2013
Teymuraz,Gabashvili,76,28,2013
Daniel,Gimeno Traver,77,28,2013
John,Isner,14,28,2013
Marinko,Matosevic,61,28,2013
Lukas,Rosol,47,28,2013
Dudi,Sela,73,28,2013
Jo Wilfried,Tsonga,10,28,2013
Stanislas,Wawrinka,8,28,2013
Horacio,Zeballos,56,28,2013
Kevin,Anderson,16,28,2014
Pablo,Andujar,41,28,2014
Pablo,Cuevas,30,28,2014
Richard,Gasquet,26,28,2014
Marcel,Granollers,46,28,2014
Denis,Istomin,49,28,2014
Tobias,Kamke,97,28,2014
Gael,Monfils,18,28,2014
Rafael,Nadal,3,28,2014
Sergiy,Stakhovsky,58,28,2014
Jeremy,Chardy,31,28,2015
Novak,Djokovic,1,28,2015
Fabio,Fognini,21,28,2015
Santiago,Giraldo,70,28,2015
Samuel,Groth,60,28,2015
Robin,Haase,66,28,2015
Andreas,Haider Maurer,63,28,2015
Illya,Marchenko,94,28,2015
Leonardo,Mayer,35,28,2015
Andy,Murray,2,28,2015
Sam,Querrey,59,28,2015
Patricio,Cornejo,99,29,1973
Dick,Crealy,51,29,1973
Colin,Dibley,39,29,1973
Alex,Metreveli,34,29,1973
John,Newcombe,2,29,1973
Tom,Okker,4,29,1973
Charlie,Pasarell,47,29,1973
Ove Nils,Bengtson,68,29,1974
William,Brown,86,29,1974
Thomaz,Koch,24,29,1974
Tony,Roche,27,29,1974
Allan,Stone,49,29,1974
Jaime,Fillol,16,29,1975
Jan,Kodes,19,29,1975
Ivan,Molina,54,29,1975
Raymond,Moore,61,29,1975
Ilie,Nastase,7,29,1975
Stan,Smith,21,29,1975
Sherwood,Stewart,77,29,1975
Zeljko,Franulovic,44,29,1976
Tom,Gorman,46,29,1976
Robert,Lutz,20,29,1976
Han Jurgen,Pohmann,40,29,1976
Cliff,Richey,28,29,1976
Stan,Smith,16,29,1976
Brian,Fairlie,92,29,1977
Jurgen,Fassbender,64,29,1977
Georges,Goven,78,29,1977
Jeff,Borowiak,98,29,1978
